event_arrival_time,HostName,failure_time,recovery_time
0.0,DC1-HRG1-2,0.321094648338184,2.2042544997984606
0.0,DC1-HRG1-2,6.536643004804617,8.206068190207933
0.0,DC2-HRG5-2,32.63913427753001,35.53889777233453
0.0,DC1-HRG1-3,32.05140000686923,33.55916214486052
0.0,DC1-HRG2-2,43.95870326893022,46.083698503270554
0.0,DC1-HRG2-4,48.14238808065298,50.69111951911221
0.0,DC2-HRG5-1,51.18377231125905,53.63947409783109
0.0,DC1-HRG2-4,56.02845150763792,58.25299672069294
0.0,DC1-HRG2-3,58.848196254679216,61.57536503947651
0.0,DC1-HRG2-3,63.65188899078507,66.50169528514107
0.0,DC1-HRG2-1,66.03095566337454,69.22508410270106
0.0,DC1-HRG2-2,77.05822010252643,80.39360328118859
0.0,DC1-HRG2-2,76.62052714027344,78.7586829370588
0.0,DC2-HRG5-1,80.39951142088067,82.04621747732855
0.0,DC1-HRG2-1,82.85676610020128,85.91218127948093
0.0,DC1-HRG2-1,86.80314921662132,89.15246490966028
0.0,DC1-HRG2-2,92.34435539554346,95.49641407293363
0.0,DC1-HRG2-2,96.30151378579296,99.49328954835288
0.0,DC1-HRG1-4,107.23185407369193,109.70987533456983
0.0,DC1-HRG2-3,108.79345976487096,111.56358345573541
0.0,DC1-HRG1-4,110.70697799483882,112.8365576510496
0.0,DC2-HRG5-1,118.12146658466877,119.86029938061822
0.0,DC1-HRG2-1,121.96618956332765,123.2530163849968
0.0,DC1-HRG2-2,121.27449922867754,123.7272833869704
0.0,DC1-HRG2-4,125.01536330911125,127.84493713061005
0.0,DC1-HRG1-3,130.5759308868771,131.9610279457609
0.0,DC1-HRG2-2,138.49316056176514,140.74139245809351
0.0,DC1-HRG1-1,140.0093325503057,142.61237361419887
0.0,DC1-HRG1-2,143.3447359797883,144.8507525995717
0.0,DC2-HRG5-1,145.02067207995515,147.27123702599332
0.0,DC2-HRG5-2,145.57687845003142,148.50990868018494
0.0,DC1-HRG2-1,146.1905407659887,148.43250612457348
0.0,DC2-HRG5-1,152.22852895442168,153.6618236364408
0.0,DC1-HRG1-3,155.30252196003494,156.8833558546116
0.0,DC1-HRG2-1,155.5376717446087,158.0873637202554
0.0,DC2-HRG5-1,160.1983896952735,161.55546535796822
0.0,DC1-HRG1-2,160.78333406679843,162.56422559637272
0.0,DC1-HRG2-1,162.27393148679232,164.17761955194536
0.0,DC1-HRG2-4,166.08355419625815,168.86573644822747
0.0,DC1-HRG1-4,169.72574040513433,171.95109511881117
0.0,DC1-HRG1-1,178.93882027683765,180.43346626094734
0.0,DC1-HRG2-2,185.33287484281914,187.97953447259982
0.0,DC1-HRG2-1,186.14383792601882,189.14239649265414
0.0,DC1-HRG2-2,189.46530193848508,191.80416796065123
0.0,DC2-HRG5-2,192.05203790701117,194.73360657190392
0.0,DC2-HRG5-2,195.64184760046453,198.40856745909835
0.0,DC2-HRG5-2,196.60630824424064,198.98871797494337
0.0,DC2-HRG5-1,199.7162409723686,201.8765501080669
0.0,DC1-HRG2-2,203.1467520139711,206.07164368970479
0.0,DC1-HRG1-1,205.8693998796743,207.5415670602259
0.0,DC1-HRG2-3,207.36842033204886,210.33928959232387
0.0,DC2-HRG5-2,218.09671440146488,221.3506602246728
0.0,DC1-HRG2-3,219.41407173860307,221.99439563251573
0.0,DC1-HRG1-3,220.51945975657662,222.5764908315024
0.0,DC1-HRG2-2,220.66133354037862,223.46901806777902
0.0,DC1-HRG2-1,222.6583038244776,225.43222749771073
0.0,DC2-HRG5-1,225.325566725395,227.35508105852944
0.0,DC1-HRG2-4,229.8395934369843,232.16418036129002
0.0,DC1-HRG1-2,237.15532661216892,239.89715984416114
0.0,DC2-HRG5-2,239.71335818364292,242.4518690422349
0.0,DC1-HRG1-1,245.8098912173082,247.73618103328377
0.0,DC1-HRG1-2,245.70673795210283,247.0904469436856
0.0,DC1-HRG2-3,248.68888579570344,251.73643552741203
0.0,DC1-HRG1-3,253.21522735979093,255.7464890129725
0.0,DC1-HRG2-1,252.51315716668523,255.4933024988702
0.0,DC1-HRG2-1,256.17063805743294,257.5015438922496
0.0,DC1-HRG2-1,260.2202636023681,263.1060037497541
0.0,DC1-HRG2-1,263.61711238444263,266.23473760322713
0.0,DC1-HRG1-2,263.64404876981075,265.16332411021864
0.0,DC1-HRG2-4,262.89478717335646,265.18218496591965
0.0,DC1-HRG2-4,267.0404177902131,270.07941776800595
0.0,DC1-HRG1-2,268.4280265317293,270.11492464156765
0.0,DC1-HRG2-1,272.18338572045394,274.8189773254025
0.0,DC1-HRG2-3,273.87203947286974,276.13801327862217
0.0,DC1-HRG1-2,279.82701302982196,281.69249730312566
0.0,DC1-HRG2-1,283.85387943589154,285.47720793880785
0.0,DC1-HRG1-3,285.63529107254425,288.30931195615494
0.0,DC1-HRG2-1,299.812742654688,301.2005220760297
0.0,DC1-HRG2-1,304.15912567578687,307.1417838409791
0.0,DC2-HRG5-1,306.33803650750747,308.5359689537334
0.0,DC1-HRG2-1,307.0368236029818,310.2595570256467
0.0,DC1-HRG2-3,314.94249288102134,318.3855710474195
0.0,DC1-HRG1-1,319.3139212608771,321.0911242644786
0.0,DC1-HRG2-4,322.27276039813006,323.89583422062645
0.0,DC1-HRG2-2,324.51395859878704,326.97929930531507
0.0,DC2-HRG5-1,328.49192464893156,329.7531754229408
0.0,DC1-HRG2-1,327.8776528949592,329.715183770284
0.0,DC1-HRG2-1,329.7950782722395,332.64080921681943
0.0,DC1-HRG2-4,335.0317322284395,337.9995839876796
0.0,DC1-HRG1-3,337.2014088217853,338.63617022336575
0.0,DC1-HRG2-4,344.16003017362954,346.6052168138635
0.0,DC1-HRG2-3,346.34781576114324,348.80117005740595
0.0,DC1-HRG2-2,346.1789656619324,348.87230899255223
0.0,DC1-HRG2-3,350.6614690212912,352.84315698383085
0.0,DC1-HRG2-1,350.51689784899264,352.95570401720136
0.0,DC1-HRG1-4,351.63008773483836,354.14816696970837
0.0,DC1-HRG2-1,359.06893480628355,360.78207364676484
0.0,DC1-HRG2-2,365.09556885752306,367.2597963730939
0.0,DC1-HRG2-3,372.04311519893463,374.82495818926714
0.0,DC1-HRG2-3,375.2547824200444,377.26402629958255
0.0,DC1-HRG2-2,383.68790779804965,386.75363583172344
0.0,DC1-HRG1-2,383.9776140034295,385.9447695843124
0.0,DC1-HRG2-3,387.1903834872456,390.668102294654
0.0,DC1-HRG2-2,389.9535226601178,392.60326567788394
0.0,DC1-HRG2-3,399.46641791115997,401.50960004794246
0.0,DC1-HRG2-2,402.682073693001,405.4514030342119
0.0,DC1-HRG2-2,403.86252002664696,406.5023867750707
0.0,DC1-HRG1-4,403.80540226177385,405.60185941325665
0.0,DC1-HRG1-3,407.79605259029915,409.54380791160986
0.0,DC2-HRG5-1,412.0535723385316,414.26827651060637
0.0,DC1-HRG1-4,421.72941724079027,424.10563782467773
0.0,DC1-HRG1-4,426.1489354097548,428.459455446879
0.0,DC1-HRG1-1,429.81984190900744,432.00572194343374
0.0,DC2-HRG5-2,437.211010729431,440.5366001553431
0.0,DC1-HRG1-3,442.58883059313234,444.7511716172845
0.0,DC1-HRG2-2,444.6942813428252,447.00242125000494
0.0,DC2-HRG5-1,448.7048128138627,451.41927223074265
0.0,DC1-HRG2-1,448.77250747078784,451.40074466505365
0.0,DC1-HRG2-1,450.4926953591867,452.20521352034854
0.0,DC2-HRG5-1,453.1309323256014,454.7300178278608
0.0,DC1-HRG2-1,458.7173652780404,460.1615253322706
0.0,DC2-HRG5-1,460.1603864183809,461.97596715766065
0.0,DC1-HRG2-1,462.0764904135162,464.573520369582
0.0,DC1-HRG2-2,468.1883900244032,470.5478572026066
0.0,DC1-HRG2-4,473.05213937766325,475.555958618135
0.0,DC2-HRG5-2,479.37088123774475,482.4690594633791
0.0,DC1-HRG2-3,488.26237246131325,490.2429049600641
0.0,DC1-HRG2-1,495.10452924486884,498.312544705609
0.0,DC2-HRG5-1,512.5760199813991,514.1408175612835
0.0,DC1-HRG2-3,513.6324873344324,516.2126511161637
0.0,DC2-HRG5-2,518.071346824141,520.6044613880881
0.0,DC1-HRG2-1,518.1702038762811,520.9156079888756
0.0,DC1-HRG1-2,523.2829500470549,525.9735285650279
0.0,DC1-HRG1-2,525.4403236852982,527.1652214698282
0.0,DC1-HRG1-4,526.6123062100112,528.8579855491165
0.0,DC2-HRG5-1,529.0716775845194,530.6720664839386
0.0,DC1-HRG2-4,533.0842843725526,535.5442811364043
0.0,DC1-HRG2-4,538.0831375070002,540.8345811968454
0.0,DC1-HRG1-1,539.6038061549734,541.0404582726305
0.0,DC1-HRG2-3,542.774555217655,544.9298562665263
0.0,DC2-HRG5-2,546.3844392714456,549.505050364691
0.0,DC1-HRG2-2,548.9815829721315,551.4748316599165
0.0,DC1-HRG2-4,555.4897521675182,558.5161349545979
0.0,DC1-HRG2-4,556.7831801950246,559.1553867582255
0.0,DC2-HRG5-2,558.5405339565561,561.5420086432715
0.0,DC1-HRG2-2,559.448964162793,561.6864089353937
0.0,DC1-HRG1-1,574.1617627798248,575.9035398591908
0.0,DC1-HRG2-4,581.3752957146396,584.1907292399015
0.0,DC1-HRG1-1,589.5514092767129,591.0221548354808
0.0,DC1-HRG1-4,590.8649039092975,592.7273141370497
0.0,DC1-HRG2-1,590.6955931050115,592.1976004402735
0.0,DC1-HRG2-2,592.8235710114527,595.006244341691
0.0,DC1-HRG2-1,597.5155089454017,600.7479160869582
0.0,DC1-HRG2-2,598.0287123977583,600.8219012186801
0.0,DC1-HRG2-4,600.185477805324,602.0278537455521
0.0,DC1-HRG2-1,600.081393498382,601.3920051297733
0.0,DC1-HRG2-2,600.445815199683,602.7206089248896
0.0,DC1-HRG2-2,601.4465928828216,603.8519914175085
0.0,DC1-HRG2-3,605.3776146408152,608.2089625821678
0.0,DC1-HRG1-3,605.1425613431604,607.1740471459045
0.0,DC1-HRG2-4,607.1232539349539,609.53291594284
0.0,DC2-HRG5-1,612.2971622794,613.7543962053433
0.0,DC1-HRG1-3,641.8761452101746,644.4172119318818
0.0,DC1-HRG1-3,643.1821688283328,644.5766847180626
0.0,DC1-HRG1-1,645.6555141290576,647.609839560086
0.0,DC1-HRG2-3,646.3222573133039,648.3574865110558
0.0,DC1-HRG1-3,648.7363691832793,650.7594300012602
0.0,DC1-HRG1-2,655.5490856784966,657.3351134052189
0.0,DC1-HRG2-2,661.2476035716086,663.8724245482337
0.0,DC1-HRG2-4,664.594967719807,667.5898797180087
0.0,DC1-HRG2-1,667.4502747817254,669.1653589191234
0.0,DC1-HRG2-4,670.5358521300722,672.2479606730367
0.0,DC2-HRG5-1,676.2280575146993,677.8061855330426
0.0,DC1-HRG2-1,677.4198086065129,679.9774253518127
0.0,DC1-HRG2-1,681.639069931574,683.9094267307796
0.0,DC1-HRG2-3,684.3216461192527,686.7764729244901
0.0,DC1-HRG2-4,699.3852902790128,701.7384015362712
0.0,DC2-HRG5-1,707.6006419089641,709.0463953752892
0.0,DC1-HRG2-4,708.813825034104,711.915514378074
0.0,DC1-HRG2-4,713.4478053238764,715.1076793168517
0.0,DC2-HRG5-1,716.9245308068321,718.246842752339
0.0,DC1-HRG2-4,718.5366793507188,721.6805791737465
0.0,DC1-HRG2-3,718.7001222352582,721.0184580916127
0.0,DC1-HRG1-4,719.8185253249076,722.2439116953465
0.0,DC1-HRG2-4,719.8154815206507,722.2313356178656
0.0,DC1-HRG2-2,726.5993955725673,729.411886998112
0.0,DC1-HRG2-2,728.6329689851008,730.8866881005773
0.0,DC2-HRG5-1,733.6994345256193,735.823164856736
0.0,DC1-HRG2-4,732.8968829109559,735.1027636958429
0.0,DC1-HRG2-3,734.31621934397,737.722846833269
0.0,DC1-HRG2-4,735.7275180083792,738.3452010735074
0.0,DC2-HRG5-1,747.8284559588998,749.8767682573919
0.0,DC1-HRG1-4,747.287674689515,749.7492753402298
0.0,DC1-HRG2-4,751.8435472495097,754.942446329679
0.0,DC2-HRG5-1,757.8195949283688,759.2004426660847
0.0,DC2-HRG5-2,764.5567649361369,767.0636890548477
0.0,DC1-HRG2-1,766.4971755674371,768.148681650499
0.0,DC1-HRG1-1,769.545248030985,771.3699978618804
0.0,DC2-HRG5-1,772.4691649379387,773.7436701389921
0.0,DC1-HRG2-1,772.0600741453485,773.4798630322713
0.0,DC1-HRG2-3,775.6141467617074,778.021194788019
0.0,DC2-HRG5-2,778.9890978820365,781.0057720162731
0.0,DC1-HRG1-3,778.0091696710717,780.5548298083447
0.0,DC1-HRG1-2,789.0215421177184,791.1672902255995
0.0,DC1-HRG2-1,792.3489507315811,794.9942405561745
0.0,DC1-HRG1-4,795.6158746686463,797.5984116043842
0.0,DC1-HRG2-4,798.8596075083065,801.5665133981627
0.0,DC1-HRG2-4,802.1115501248532,803.8717620510917
0.0,DC1-HRG2-1,806.8299423421586,809.0292991827197
0.0,DC1-HRG2-1,813.2887065741513,814.8203411833896
0.0,DC1-HRG2-1,816.5967248837659,818.1132010118263
