event_arrival_time,HostName,failure_time,recovery_time
0.0,DC1-HRG3-9,0.3847409842654543,2.4934170427088174
0.0,DC2-HRG5-7,9.456044764456365,11.786705507501527
0.0,DC1-HRG1-1,10.764711623660311,12.98793295644686
0.0,DC2-HRG5-3,16.739629363060526,18.11183894945996
0.0,DC2-HRG5-4,19.22398063028959,21.383885106899946
0.0,DC1-HRG2-4,20.579458260401378,23.3067989039301
0.0,DC1-HRG3-2,27.095402638008395,29.272161992101676
0.0,DC1-HRG2-5,26.431985206424173,28.610616904939686
0.0,DC1-HRG2-9,26.883158760611984,29.125917088362097
0.0,DC1-HRG3-6,28.92266532736443,32.24183353925988
0.0,DC2-HRG5-3,31.302002116684044,32.78350871995591
0.0,DC1-HRG3-3,34.17297876254335,36.3909159688649
0.0,DC1-HRG3-6,33.22020439916068,36.30423055311755
0.0,DC1-HRG3-1,35.50138973161235,38.3863162040668
0.0,DC1-HRG3-1,37.45496998302796,40.12863325729397
0.0,DC1-HRG2-10,39.581130732424974,41.981033519883134
0.0,DC1-HRG2-3,43.2385752016935,46.13399746592796
0.0,DC2-HRG5-9,48.5344795677171,49.79258261561679
0.0,DC1-HRG1-2,49.55817084079894,51.319025074920454
0.0,DC1-HRG3-4,48.835836642699114,52.20068658312532
0.0,DC1-HRG3-4,49.680997338707805,53.14563350135546
0.0,DC1-HRG3-2,52.86613767038998,55.233255439626134
0.0,DC1-HRG1-5,54.04276759944718,56.28514123101964
0.0,DC1-HRG2-5,56.511376413868945,58.20619146462035
0.0,DC2-HRG5-9,61.101447132522615,62.754956739411554
0.0,DC1-HRG3-3,66.48419833275247,68.2830050242547
0.0,DC2-HRG5-10,67.59892582125718,69.59068426973958
0.0,DC1-HRG3-5,67.81355274730161,69.42368676184898
0.0,DC1-HRG3-1,69.47129640260908,71.84743969535155
0.0,DC1-HRG3-7,73.4712635406809,76.08578015967271
0.0,DC1-HRG1-2,76.12181728147544,77.93416070026454
0.0,DC1-HRG2-10,77.33435751638135,80.18915811224551
0.0,DC1-HRG3-9,81.40702229941124,83.07977070649673
0.0,DC2-HRG5-7,89.41770387192933,91.92626216624932
0.0,DC1-HRG3-9,88.6462198692657,90.83705735004072
0.0,DC1-HRG1-4,88.70210305764127,91.11184813003659
0.0,DC1-HRG3-10,88.96687590019533,91.69858128469193
0.0,DC2-HRG5-4,92.17882667531254,94.26641124969736
0.0,DC1-HRG2-6,92.05163019791087,95.13890557289892
0.0,DC2-HRG5-7,97.6892194757353,99.48793618923195
0.0,DC1-HRG2-5,100.56062764688147,102.5131420756567
0.0,DC1-HRG2-5,104.31319290671321,106.40168327848825
0.0,DC1-HRG1-9,105.98988393051867,108.54901268912923
0.0,DC1-HRG3-8,108.34644123389555,110.08019855237319
0.0,DC2-HRG5-7,118.40211110461357,120.613846704993
0.0,DC2-HRG5-6,125.01089653877057,126.82595962211764
0.0,DC1-HRG2-10,124.15050112854487,127.00031029185133
0.0,DC1-HRG1-5,126.38050143737064,127.96026428741051
