Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 1056, 0, 0, 0.884, 0.884, 12288, 0, 0.884, 2.721, 1.837, 1287, 2.721, 3.542, 0.821, 12288, 0,     3.542,
 1, 1056, 1, 1, 1.884, 0.884, 12288, 0, 1.884, 3.605, 1.721, 1206, 3.605, 4.427, 0.822, 12288, 0,     3.427,
 2, 1056, 2, 2, 3.176, 1.176, 16384, 0, 3.176, 5.51, 2.333, 1630, 5.51, 6.604, 1.094, 16384, 0,     4.604,
 3, 1056, 3, 3, 4.131, 1.131, 13312, 0, 4.131, 6.026, 1.895, 1327, 6.026, 7.491, 1.466, 13312, 0,     4.491,
 4, 1056, 4, 4, 5.155, 1.155, 14336, 0, 5.155, 7.598, 2.442, 1459, 7.598, 8.556, 0.959, 14336, 0,     4.556,
 5, 1056, 5, 5, 6.18, 1.18, 14336, 0, 6.18, 8.237, 2.056, 1436, 8.237, 9.512, 1.276, 14336, 0,     4.512,
 6, 1056, 6, 6, 7.134, 1.134, 13312, 0, 7.134, 9.557, 2.423, 1367, 9.557, 10.448, 0.891, 13312, 0,     4.448,
 7, 1056, 7, 7, 8.237, 1.237, 15360, 0, 8.237, 10.435, 2.199, 1536, 10.435, 11.474, 1.038, 15360, 0,     4.474,
 8, 1056, 8, 8, 9.041, 1.041, 11264, 0, 9.041, 11.166, 2.125, 1124, 11.166, 12.231, 1.065, 11264, 0,     4.231,
 9, 1056, 9, 9, 10.142, 1.142, 15360, 0, 10.142, 12.607, 2.465, 1516, 12.607, 13.635, 1.028, 15360, 0,     4.635,
 10, 1056, 10, 10, 11.025, 1.025, 12288, 0, 11.025, 12.961, 1.936, 1253, 12.961, 14.46, 1.499, 12288, 0,     4.460,
