atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToEgress, EgressNode, Packet_To_Egress3(MB), WorkloadOnEgress(0)
0.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,12,1828,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,9,1350,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,12,0
1.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,14,2189,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,10,1500,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,13,0
2.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,14,2155,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,10,1500,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,13,0
3.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,14,2188,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,10,1500,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,13,0
4.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,12,1846,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,9,1350,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,12,0
5.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,12,1828,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,9,1350,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,12,0
6.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,15,2396,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,11,1650,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,14,0
7.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,15,2313,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,11,1650,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,14,0
8.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,17,2643,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,13,1950,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,17,0
9.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,16,2475,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,12,1800,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,16,0
10.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,17,2593,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,12,1800,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,16,0
11.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,12,1898,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,9,1350,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,12,0
12.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,17,2698,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,13,1950,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,17,0
13.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,15,2278,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,11,1650,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,14,0
14.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,14,2157,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,10,1500,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,13,0
15.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,14,2189,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,10,1500,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,13,0
16.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,16,2519,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,12,1800,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,16,0
17.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,14,2189,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,10,1500,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,13,0
18.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,12,1944,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,9,1350,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,12,0
19.0,sfc-ingress52egress52_psfc1,Ingress52,0,0,Ingress52-sfc-ingress52egress52_psfc1SF-B,sfc-ingress52egress52_psfc1SF-B,12,1816,sfc-ingress52egress52_psfc1SF-B-sfc-ingress52egress52_psfc1SF-C,sfc-ingress52egress52_psfc1SF-C,9,1350,sfc-ingress52egress52_psfc1SF-C-Egress52,Egress52,12,0
