atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToEgress, EgressNode, Packet_To_Egress3(MB), WorkloadOnEgress(0)
0.0,sfc-ingress5egress5_psfc1,Ingress5,0,0,Ingress5-sfc-ingress5egress5_psfc1SF-B,sfc-ingress5egress5_psfc1SF-B,14,2111,sfc-ingress5egress5_psfc1SF-B-sfc-ingress5egress5_psfc1SF-C,sfc-ingress5egress5_psfc1SF-C,10,1500,sfc-ingress5egress5_psfc1SF-C-Egress5,Egress5,13,0
1.0,sfc-ingress5egress5_psfc1,Ingress5,0,0,Ingress5-sfc-ingress5egress5_psfc1SF-B,sfc-ingress5egress5_psfc1SF-B,17,2667,sfc-ingress5egress5_psfc1SF-B-sfc-ingress5egress5_psfc1SF-C,sfc-ingress5egress5_psfc1SF-C,13,1950,sfc-ingress5egress5_psfc1SF-C-Egress5,Egress5,17,0
2.0,sfc-ingress5egress5_psfc1,Ingress5,0,0,Ingress5-sfc-ingress5egress5_psfc1SF-B,sfc-ingress5egress5_psfc1SF-B,14,2170,sfc-ingress5egress5_psfc1SF-B-sfc-ingress5egress5_psfc1SF-C,sfc-ingress5egress5_psfc1SF-C,10,1500,sfc-ingress5egress5_psfc1SF-C-Egress5,Egress5,13,0
3.0,sfc-ingress5egress5_psfc1,Ingress5,0,0,Ingress5-sfc-ingress5egress5_psfc1SF-B,sfc-ingress5egress5_psfc1SF-B,16,2460,sfc-ingress5egress5_psfc1SF-B-sfc-ingress5egress5_psfc1SF-C,sfc-ingress5egress5_psfc1SF-C,12,1800,sfc-ingress5egress5_psfc1SF-C-Egress5,Egress5,16,0
4.0,sfc-ingress5egress5_psfc1,Ingress5,0,0,Ingress5-sfc-ingress5egress5_psfc1SF-B,sfc-ingress5egress5_psfc1SF-B,14,2128,sfc-ingress5egress5_psfc1SF-B-sfc-ingress5egress5_psfc1SF-C,sfc-ingress5egress5_psfc1SF-C,10,1500,sfc-ingress5egress5_psfc1SF-C-Egress5,Egress5,13,0
5.0,sfc-ingress5egress5_psfc1,Ingress5,0,0,Ingress5-sfc-ingress5egress5_psfc1SF-B,sfc-ingress5egress5_psfc1SF-B,17,2566,sfc-ingress5egress5_psfc1SF-B-sfc-ingress5egress5_psfc1SF-C,sfc-ingress5egress5_psfc1SF-C,12,1800,sfc-ingress5egress5_psfc1SF-C-Egress5,Egress5,16,0
6.0,sfc-ingress5egress5_psfc1,Ingress5,0,0,Ingress5-sfc-ingress5egress5_psfc1SF-B,sfc-ingress5egress5_psfc1SF-B,12,1900,sfc-ingress5egress5_psfc1SF-B-sfc-ingress5egress5_psfc1SF-C,sfc-ingress5egress5_psfc1SF-C,9,1350,sfc-ingress5egress5_psfc1SF-C-Egress5,Egress5,12,0
7.0,sfc-ingress5egress5_psfc1,Ingress5,0,0,Ingress5-sfc-ingress5egress5_psfc1SF-B,sfc-ingress5egress5_psfc1SF-B,17,2669,sfc-ingress5egress5_psfc1SF-B-sfc-ingress5egress5_psfc1SF-C,sfc-ingress5egress5_psfc1SF-C,13,1950,sfc-ingress5egress5_psfc1SF-C-Egress5,Egress5,17,0
8.0,sfc-ingress5egress5_psfc1,Ingress5,0,0,Ingress5-sfc-ingress5egress5_psfc1SF-B,sfc-ingress5egress5_psfc1SF-B,13,1976,sfc-ingress5egress5_psfc1SF-B-sfc-ingress5egress5_psfc1SF-C,sfc-ingress5egress5_psfc1SF-C,9,1350,sfc-ingress5egress5_psfc1SF-C-Egress5,Egress5,12,0
9.0,sfc-ingress5egress5_psfc1,Ingress5,0,0,Ingress5-sfc-ingress5egress5_psfc1SF-B,sfc-ingress5egress5_psfc1SF-B,12,1933,sfc-ingress5egress5_psfc1SF-B-sfc-ingress5egress5_psfc1SF-C,sfc-ingress5egress5_psfc1SF-C,9,1350,sfc-ingress5egress5_psfc1SF-C-Egress5,Egress5,12,0
