Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,ResponseTime,
 0, 155, 0, 0, 1.115, 1.115, 13312, 0, 1.115, 3.39, 2.275, 1366, 3.39, 4.418, 1.027, 13312, 0, 4.418, 6.575, 2.158, 1950, 6.575, 7.497, 0.922, 9216, 0, 7.497, 9.497, 1.999, 1350, 9.497, 10.444, 0.948, 12288, 0,    10.444,
 1, 155, 1, 1, 2.054, 1.054, 11264, 0, 2.054, 4.041, 1.987, 1193, 4.041, 5.284, 1.243, 11264, 0, 5.284, 7.112, 1.828, 1650, 7.112, 8.316, 1.204, 8192, 0, 8.316, 10.093, 1.777, 1200, 10.093, 11.232, 1.139, 10240, 0,    10.232,
 2, 155, 2, 2, 3.167, 1.167, 13312, 0, 3.167, 5.724, 2.557, 1398, 5.724, 6.749, 1.024, 13312, 0, 6.749, 8.915, 2.166, 1950, 8.915, 9.843, 0.928, 9216, 0, 9.843, 11.851, 2.008, 1350, 11.851, 12.798, 0.947, 12288, 0,    10.798,
 3, 155, 3, 3, 4.284, 1.284, 13312, 0, 4.284, 6.521, 2.237, 1338, 6.521, 7.775, 1.254, 13312, 0, 7.775, 9.946, 2.171, 1950, 9.946, 10.868, 0.922, 9216, 0, 10.868, 12.864, 1.996, 1350, 12.864, 13.82, 0.957, 12288, 0,    10.820,
 4, 155, 4, 4, 5.227, 1.227, 11264, 0, 5.227, 7.693, 2.466, 1182, 7.693, 8.643, 0.95, 11264, 0, 8.643, 10.749, 2.106, 1650, 10.749, 11.69, 0.941, 8192, 0, 11.69, 13.627, 1.937, 1200, 13.627, 14.61, 0.983, 10240, 0,    10.610,
 5, 155, 5, 5, 6.337, 1.337, 13312, 0, 6.337, 8.766, 2.43, 1348, 8.766, 9.792, 1.026, 13312, 0, 9.792, 12.115, 2.323, 1950, 12.115, 13.039, 0.924, 9216, 0, 13.039, 15.046, 2.007, 1350, 15.046, 15.994, 0.948, 12288, 0,    10.994,
 6, 155, 6, 6, 7.197, 1.197, 10240, 0, 7.197, 9.368, 2.172, 1003, 9.368, 10.58, 1.212, 10240, 0, 10.58, 12.42, 1.84, 1500, 12.42, 13.758, 1.339, 7168, 0, 13.758, 15.313, 1.555, 1050, 15.313, 16.703, 1.39, 9216, 0,    10.703,
 7, 155, 7, 7, 8.306, 1.306, 13312, 0, 8.306, 10.97, 2.664, 1322, 10.97, 11.994, 1.024, 13312, 0, 11.994, 14.289, 2.295, 1950, 14.289, 15.213, 0.924, 9216, 0, 15.213, 17.216, 2.003, 1350, 17.216, 18.163, 0.947, 12288, 0,    11.163,
 8, 155, 8, 8, 9.245, 1.245, 11264, 0, 9.245, 11.326, 2.081, 1173, 11.326, 12.863, 1.537, 11264, 0, 12.863, 14.687, 1.824, 1650, 14.687, 16.032, 1.344, 8192, 0, 16.032, 17.812, 1.78, 1200, 17.812, 18.951, 1.139, 10240, 0,    10.951,
 9, 155, 9, 9, 10.098, 1.098, 10240, 0, 10.098, 12.798, 2.7, 1098, 12.798, 13.655, 0.857, 10240, 0, 13.655, 15.957, 2.302, 1500, 15.957, 16.75, 0.793, 7168, 0, 16.75, 18.786, 2.036, 1050, 18.786, 19.667, 0.881, 9216, 0,    10.667,
 10, 155, 10, 10, 11.207, 1.207, 13312, 0, 11.207, 13.594, 2.387, 1361, 13.594, 14.679, 1.086, 13312, 0, 14.679, 16.855, 2.176, 1950, 16.855, 17.777, 0.922, 9216, 0, 17.777, 19.81, 2.034, 1350, 19.81, 20.758, 0.947, 12288, 0,    10.758,
 11, 155, 11, 11, 12.146, 1.146, 11264, 0, 12.146, 14.674, 2.528, 1125, 14.674, 15.555, 0.881, 11264, 0, 15.555, 17.792, 2.237, 1650, 17.792, 18.611, 0.819, 8192, 0, 18.611, 20.567, 1.956, 1200, 20.567, 21.551, 0.984, 10240, 0,    10.551,
 12, 155, 12, 12, 13.002, 1.002, 10240, 0, 13.002, 15.313, 2.31, 1032, 15.313, 16.343, 1.03, 10240, 0, 16.343, 18.525, 2.182, 1500, 18.525, 19.328, 0.803, 7168, 0, 19.328, 21.373, 2.046, 1050, 21.373, 22.26, 0.887, 9216, 0,    10.260,
 13, 155, 13, 13, 14.03, 1.03, 12288, 0, 14.03, 16.703, 2.673, 1215, 16.703, 17.649, 0.945, 12288, 0, 17.649, 19.8, 2.152, 1800, 19.8, 20.722, 0.921, 9216, 0, 20.722, 22.725, 2.004, 1350, 22.725, 23.68, 0.955, 12288, 0,    10.680,
 14, 155, 14, 14, 15.064, 1.064, 12288, 0, 15.064, 17.337, 2.273, 1213, 17.337, 18.594, 1.257, 12288, 0, 18.594, 20.598, 2.004, 1800, 20.598, 21.644, 1.046, 9216, 0, 21.644, 23.639, 1.995, 1350, 23.639, 24.625, 0.987, 12288, 0,    10.625,
 15, 155, 15, 15, 16.094, 1.094, 12288, 0, 16.094, 18.822, 2.728, 1272, 18.822, 19.768, 0.945, 12288, 0, 19.768, 21.8, 2.032, 1800, 21.8, 22.726, 0.926, 9216, 0, 22.726, 24.734, 2.008, 1350, 24.734, 25.681, 0.947, 12288, 0,    10.681,
 16, 155, 16, 16, 17.289, 1.289, 14336, 0, 17.289, 19.707, 2.418, 1419, 19.707, 20.871, 1.164, 14336, 0, 20.871, 23.196, 2.326, 2100, 23.196, 24.223, 1.027, 10240, 0, 24.223, 26.455, 2.232, 1500, 26.455, 27.481, 1.026, 13312, 0,    11.481,
 17, 155, 17, 17, 18.142, 1.142, 10240, 0, 18.142, 20.538, 2.395, 1027, 20.538, 21.664, 1.126, 10240, 0, 21.664, 23.468, 1.804, 1500, 23.468, 24.94, 1.472, 7168, 0, 24.94, 26.498, 1.557, 1050, 26.498, 28.19, 1.692, 9216, 0,    11.190,
 18, 155, 18, 18, 19.255, 1.255, 13312, 0, 19.255, 22.036, 2.781, 1394, 22.036, 23.06, 1.024, 13312, 0, 23.06, 25.363, 2.303, 1950, 25.363, 26.285, 0.922, 9216, 0, 26.285, 28.457, 2.173, 1350, 28.457, 29.411, 0.954, 12288, 0,    11.411,
 19, 155, 19, 19, 20.114, 1.114, 10240, 0, 20.114, 22.308, 2.195, 1060, 22.308, 23.848, 1.539, 10240, 0, 23.848, 25.511, 1.664, 1500, 25.511, 27.001, 1.49, 7168, 0, 27.001, 28.562, 1.56, 1050, 28.562, 30.12, 1.558, 9216, 0,    11.120,
