atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToEgress, EgressNode, Packet_To_Egress2(MB), WorkloadOnEgress(0)
0.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,12,1215,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,12,0
1.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,13,1327,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,13,0
2.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1737,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
3.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,13,1368,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,13,0
4.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,12,1295,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,12,0
5.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,13,1322,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,13,0
6.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1536,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
7.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,13,1327,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,13,0
8.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,13,1364,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,13,0
9.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1539,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
10.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,16,1624,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,16,0
11.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1750,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
12.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,13,1328,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,13,0
13.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1775,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
14.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1779,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
15.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,14,1454,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,14,0
16.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1508,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
17.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1764,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
18.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1573,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
19.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,12,1239,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,12,0
20.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,16,1604,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,16,0
21.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,16,1674,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,16,0
22.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,14,1433,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,14,0
23.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1538,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
24.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1519,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
25.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1561,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
26.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,16,1600,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,16,0
27.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,12,1230,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,12,0
28.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,14,1402,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,14,0
29.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1787,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
30.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1726,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
31.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,16,1658,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,16,0
32.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,14,1495,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,14,0
33.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,12,1256,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,12,0
34.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,13,1376,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,13,0
35.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1592,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
36.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,12,1267,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,12,0
37.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,12,1265,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,12,0
38.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1584,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
39.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,16,1673,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,16,0
40.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,14,1471,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,14,0
41.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1799,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
42.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,16,1664,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,16,0
43.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1708,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
44.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,16,1622,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,16,0
45.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,16,1625,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,16,0
46.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1776,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
47.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1743,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
48.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,16,1650,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,16,0
49.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1587,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
50.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,14,1469,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,14,0
51.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,14,1462,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,14,0
52.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,13,1353,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,13,0
53.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,13,1364,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,13,0
54.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,14,1436,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,14,0
55.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,14,1433,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,14,0
56.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1507,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
57.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,17,1719,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,17,0
58.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,15,1597,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,15,0
59.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,14,1460,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,14,0
60.0,sfc-ingress23egress23_psfc1,Ingress23,0,0,Ingress23-sfc-ingress23egress23_psfc1SF-A,sfc-ingress23egress23_psfc1SF-A,13,1326,sfc-ingress23egress23_psfc1SF-A-Egress23,Egress23,13,0
