atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToEgress, EgressNode, Packet_To_Egress3(MB), WorkloadOnEgress(0)
0.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,12,1888,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,9,1350,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,12,0
1.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,12,1925,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,9,1350,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,12,0
2.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,12,1812,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,9,1350,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,12,0
3.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,11,1670,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,8,1200,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,10,0
4.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,12,1836,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,9,1350,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,12,0
5.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,15,2279,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,11,1650,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,14,0
6.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,11,1735,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,8,1200,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,10,0
7.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,15,2282,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,11,1650,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,14,0
8.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,13,2055,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,10,1500,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,13,0
9.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,11,1764,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,8,1200,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,10,0
10.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,14,2119,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,10,1500,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,13,0
11.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,14,2165,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,10,1500,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,13,0
12.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,13,2089,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,10,1500,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,13,0
13.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,14,2170,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,10,1500,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,13,0
14.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,11,1778,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,8,1200,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,10,0
15.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,14,2208,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,11,1650,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,14,0
16.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,13,1979,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,9,1350,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,12,0
17.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,11,1726,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,8,1200,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,10,0
18.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,11,1674,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,8,1200,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,10,0
19.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,13,1985,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,9,1350,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,12,0
20.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,15,2332,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,11,1650,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,14,0
21.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,14,2218,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,11,1650,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,14,0
22.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-B,sfc-ingress14egress14_psfc1SF-B,11,1680,sfc-ingress14egress14_psfc1SF-B-sfc-ingress14egress14_psfc1SF-C,sfc-ingress14egress14_psfc1SF-C,8,1200,sfc-ingress14egress14_psfc1SF-C-Egress14,Egress14,10,0
