atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToEgress, EgressNode, Packet_To_Egress3(MB), WorkloadOnEgress(0)
0.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,16,2476,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,12,1800,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,16,0
1.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,14,2126,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,10,1500,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,13,0
2.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,14,2156,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,10,1500,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,13,0
3.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,16,2460,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,12,1800,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,16,0
4.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,12,1928,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,9,1350,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,12,0
5.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,16,2506,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,12,1800,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,16,0
6.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,17,2552,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,12,1800,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,16,0
7.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,16,2499,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,12,1800,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,16,0
8.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,16,2427,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,12,1800,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,16,0
9.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,15,2397,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,11,1650,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,14,0
10.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,13,2096,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,10,1500,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,13,0
11.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,17,2694,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,13,1950,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,17,0
12.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,17,2650,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,13,1950,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,17,0
13.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,12,1811,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,9,1350,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,12,0
14.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,12,1800,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,9,1350,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,12,0
15.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,17,2585,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,12,1800,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,16,0
16.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,16,2472,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,12,1800,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,16,0
17.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,16,2400,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,12,1800,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,16,0
18.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,17,2591,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,12,1800,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,16,0
19.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,13,2034,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,10,1500,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,13,0
20.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,15,2280,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,11,1650,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,14,0
21.0,sfc-ingress53egress53_psfc1,Ingress53,0,0,Ingress53-sfc-ingress53egress53_psfc1SF-B,sfc-ingress53egress53_psfc1SF-B,15,2361,sfc-ingress53egress53_psfc1SF-B-sfc-ingress53egress53_psfc1SF-C,sfc-ingress53egress53_psfc1SF-C,11,1650,sfc-ingress53egress53_psfc1SF-C-Egress53,Egress53,14,0
