atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToEgress, EgressNode, Packet_To_Egress2(MB), WorkloadOnEgress(0)
0.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,13,1322,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,13,0
1.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,11,1180,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,11,0
2.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,15,1533,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,15,0
3.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1427,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
4.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1442,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
5.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,12,1295,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,12,0
6.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,11,1182,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,11,0
7.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,15,1586,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,15,0
8.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,12,1254,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,12,0
9.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,11,1198,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,11,0
10.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,13,1399,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,13,0
11.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,15,1598,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,15,0
12.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,12,1283,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,12,0
13.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,15,1568,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,15,0
14.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1466,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
15.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,11,1189,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,11,0
16.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,13,1308,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,13,0
17.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,16,1601,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,16,0
18.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,13,1340,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,13,0
19.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,16,1629,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,16,0
20.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,13,1381,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,13,0
21.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1439,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
22.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,15,1508,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,15,0
23.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,16,1657,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,16,0
24.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,16,1622,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,16,0
25.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1428,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
26.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,12,1260,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,12,0
27.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1479,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
28.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,13,1321,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,13,0
29.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,13,1317,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,13,0
30.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,15,1510,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,15,0
31.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,11,1149,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,11,0
32.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,12,1205,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,12,0
33.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,15,1562,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,15,0
34.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,13,1352,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,13,0
35.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,11,1148,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,11,0
36.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1409,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
37.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,12,1241,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,12,0
38.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,12,1241,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,12,0
39.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1432,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
40.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,13,1313,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,13,0
41.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,13,1351,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,13,0
42.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1499,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
43.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,16,1606,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,16,0
44.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,11,1155,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,11,0
45.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,16,1613,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,16,0
46.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1434,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
47.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,11,1164,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,11,0
48.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,14,1411,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,14,0
49.0,sfc-ingress14egress14_psfc1,Ingress14,0,0,Ingress14-sfc-ingress14egress14_psfc1SF-A,sfc-ingress14egress14_psfc1SF-A,16,1607,sfc-ingress14egress14_psfc1SF-A-Egress14,Egress14,16,0
