atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToEgress, EgressNode, Packet_To_Egress3(MB), WorkloadOnEgress(0)
0.0,sfc-ingress33egress33_psfc1,Ingress33,0,0,Ingress33-sfc-ingress33egress33_psfc1SF-B,sfc-ingress33egress33_psfc1SF-B,9,1366,sfc-ingress33egress33_psfc1SF-B-sfc-ingress33egress33_psfc1SF-C,sfc-ingress33egress33_psfc1SF-C,6,900,sfc-ingress33egress33_psfc1SF-C-Egress33,Egress33,8,0
1.0,sfc-ingress33egress33_psfc1,Ingress33,0,0,Ingress33-sfc-ingress33egress33_psfc1SF-B,sfc-ingress33egress33_psfc1SF-B,8,1266,sfc-ingress33egress33_psfc1SF-B-sfc-ingress33egress33_psfc1SF-C,sfc-ingress33egress33_psfc1SF-C,6,900,sfc-ingress33egress33_psfc1SF-C-Egress33,Egress33,8,0
2.0,sfc-ingress33egress33_psfc1,Ingress33,0,0,Ingress33-sfc-ingress33egress33_psfc1SF-B,sfc-ingress33egress33_psfc1SF-B,11,1655,sfc-ingress33egress33_psfc1SF-B-sfc-ingress33egress33_psfc1SF-C,sfc-ingress33egress33_psfc1SF-C,8,1200,sfc-ingress33egress33_psfc1SF-C-Egress33,Egress33,10,0
3.0,sfc-ingress33egress33_psfc1,Ingress33,0,0,Ingress33-sfc-ingress33egress33_psfc1SF-B,sfc-ingress33egress33_psfc1SF-B,8,1289,sfc-ingress33egress33_psfc1SF-B-sfc-ingress33egress33_psfc1SF-C,sfc-ingress33egress33_psfc1SF-C,6,900,sfc-ingress33egress33_psfc1SF-C-Egress33,Egress33,8,0
4.0,sfc-ingress33egress33_psfc1,Ingress33,0,0,Ingress33-sfc-ingress33egress33_psfc1SF-B,sfc-ingress33egress33_psfc1SF-B,10,1587,sfc-ingress33egress33_psfc1SF-B-sfc-ingress33egress33_psfc1SF-C,sfc-ingress33egress33_psfc1SF-C,7,1050,sfc-ingress33egress33_psfc1SF-C-Egress33,Egress33,9,0
5.0,sfc-ingress33egress33_psfc1,Ingress33,0,0,Ingress33-sfc-ingress33egress33_psfc1SF-B,sfc-ingress33egress33_psfc1SF-B,10,1567,sfc-ingress33egress33_psfc1SF-B-sfc-ingress33egress33_psfc1SF-C,sfc-ingress33egress33_psfc1SF-C,7,1050,sfc-ingress33egress33_psfc1SF-C-Egress33,Egress33,9,0
6.0,sfc-ingress33egress33_psfc1,Ingress33,0,0,Ingress33-sfc-ingress33egress33_psfc1SF-B,sfc-ingress33egress33_psfc1SF-B,8,1215,sfc-ingress33egress33_psfc1SF-B-sfc-ingress33egress33_psfc1SF-C,sfc-ingress33egress33_psfc1SF-C,6,900,sfc-ingress33egress33_psfc1SF-C-Egress33,Egress33,8,0
7.0,sfc-ingress33egress33_psfc1,Ingress33,0,0,Ingress33-sfc-ingress33egress33_psfc1SF-B,sfc-ingress33egress33_psfc1SF-B,10,1631,sfc-ingress33egress33_psfc1SF-B-sfc-ingress33egress33_psfc1SF-C,sfc-ingress33egress33_psfc1SF-C,8,1200,sfc-ingress33egress33_psfc1SF-C-Egress33,Egress33,10,0
8.0,sfc-ingress33egress33_psfc1,Ingress33,0,0,Ingress33-sfc-ingress33egress33_psfc1SF-B,sfc-ingress33egress33_psfc1SF-B,10,1615,sfc-ingress33egress33_psfc1SF-B-sfc-ingress33egress33_psfc1SF-C,sfc-ingress33egress33_psfc1SF-C,8,1200,sfc-ingress33egress33_psfc1SF-C-Egress33,Egress33,10,0
9.0,sfc-ingress33egress33_psfc1,Ingress33,0,0,Ingress33-sfc-ingress33egress33_psfc1SF-B,sfc-ingress33egress33_psfc1SF-B,10,1580,sfc-ingress33egress33_psfc1SF-B-sfc-ingress33egress33_psfc1SF-C,sfc-ingress33egress33_psfc1SF-C,7,1050,sfc-ingress33egress33_psfc1SF-C-Egress33,Egress33,9,0
