atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToEgress, EgressNode, Packet_To_Egress3(MB), WorkloadOnEgress(0)
0.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,11,1731,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,8,1200,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,10,0
1.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,12,1902,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,9,1350,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,12,0
2.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,10,1620,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,8,1200,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,10,0
3.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,10,1566,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,7,1050,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,9,0
4.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,13,1991,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,9,1350,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,12,0
5.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,12,1872,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,9,1350,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,12,0
6.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,12,1853,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,9,1350,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,12,0
7.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,12,1806,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,9,1350,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,12,0
8.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,11,1735,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,8,1200,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,10,0
9.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,11,1654,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,8,1200,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,10,0
10.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,13,1987,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,9,1350,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,12,0
11.0,sfc-ingress12egress12_psfc1,Ingress12,0,0,Ingress12-sfc-ingress12egress12_psfc1SF-B,sfc-ingress12egress12_psfc1SF-B,14,2104,sfc-ingress12egress12_psfc1SF-B-sfc-ingress12egress12_psfc1SF-C,sfc-ingress12egress12_psfc1SF-C,10,1500,sfc-ingress12egress12_psfc1SF-C-Egress12,Egress12,13,0
