atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToEgress, EgressNode, Packet_To_Egress3(MB), WorkloadOnEgress(0)
0.0,sfc-ingress17egress17_psfc1,Ingress17,0,0,Ingress17-sfc-ingress17egress17_psfc1SF-B,sfc-ingress17egress17_psfc1SF-B,12,1947,sfc-ingress17egress17_psfc1SF-B-sfc-ingress17egress17_psfc1SF-C,sfc-ingress17egress17_psfc1SF-C,9,1350,sfc-ingress17egress17_psfc1SF-C-Egress17,Egress17,12,0
1.0,sfc-ingress17egress17_psfc1,Ingress17,0,0,Ingress17-sfc-ingress17egress17_psfc1SF-B,sfc-ingress17egress17_psfc1SF-B,11,1700,sfc-ingress17egress17_psfc1SF-B-sfc-ingress17egress17_psfc1SF-C,sfc-ingress17egress17_psfc1SF-C,8,1200,sfc-ingress17egress17_psfc1SF-C-Egress17,Egress17,10,0
2.0,sfc-ingress17egress17_psfc1,Ingress17,0,0,Ingress17-sfc-ingress17egress17_psfc1SF-B,sfc-ingress17egress17_psfc1SF-B,10,1568,sfc-ingress17egress17_psfc1SF-B-sfc-ingress17egress17_psfc1SF-C,sfc-ingress17egress17_psfc1SF-C,7,1050,sfc-ingress17egress17_psfc1SF-C-Egress17,Egress17,9,0
3.0,sfc-ingress17egress17_psfc1,Ingress17,0,0,Ingress17-sfc-ingress17egress17_psfc1SF-B,sfc-ingress17egress17_psfc1SF-B,9,1369,sfc-ingress17egress17_psfc1SF-B-sfc-ingress17egress17_psfc1SF-C,sfc-ingress17egress17_psfc1SF-C,6,900,sfc-ingress17egress17_psfc1SF-C-Egress17,Egress17,8,0
4.0,sfc-ingress17egress17_psfc1,Ingress17,0,0,Ingress17-sfc-ingress17egress17_psfc1SF-B,sfc-ingress17egress17_psfc1SF-B,11,1727,sfc-ingress17egress17_psfc1SF-B-sfc-ingress17egress17_psfc1SF-C,sfc-ingress17egress17_psfc1SF-C,8,1200,sfc-ingress17egress17_psfc1SF-C-Egress17,Egress17,10,0
5.0,sfc-ingress17egress17_psfc1,Ingress17,0,0,Ingress17-sfc-ingress17egress17_psfc1SF-B,sfc-ingress17egress17_psfc1SF-B,9,1449,sfc-ingress17egress17_psfc1SF-B-sfc-ingress17egress17_psfc1SF-C,sfc-ingress17egress17_psfc1SF-C,7,1050,sfc-ingress17egress17_psfc1SF-C-Egress17,Egress17,9,0
6.0,sfc-ingress17egress17_psfc1,Ingress17,0,0,Ingress17-sfc-ingress17egress17_psfc1SF-B,sfc-ingress17egress17_psfc1SF-B,9,1427,sfc-ingress17egress17_psfc1SF-B-sfc-ingress17egress17_psfc1SF-C,sfc-ingress17egress17_psfc1SF-C,7,1050,sfc-ingress17egress17_psfc1SF-C-Egress17,Egress17,9,0
7.0,sfc-ingress17egress17_psfc1,Ingress17,0,0,Ingress17-sfc-ingress17egress17_psfc1SF-B,sfc-ingress17egress17_psfc1SF-B,10,1631,sfc-ingress17egress17_psfc1SF-B-sfc-ingress17egress17_psfc1SF-C,sfc-ingress17egress17_psfc1SF-C,8,1200,sfc-ingress17egress17_psfc1SF-C-Egress17,Egress17,10,0
8.0,sfc-ingress17egress17_psfc1,Ingress17,0,0,Ingress17-sfc-ingress17egress17_psfc1SF-B,sfc-ingress17egress17_psfc1SF-B,11,1766,sfc-ingress17egress17_psfc1SF-B-sfc-ingress17egress17_psfc1SF-C,sfc-ingress17egress17_psfc1SF-C,8,1200,sfc-ingress17egress17_psfc1SF-C-Egress17,Egress17,10,0
9.0,sfc-ingress17egress17_psfc1,Ingress17,0,0,Ingress17-sfc-ingress17egress17_psfc1SF-B,sfc-ingress17egress17_psfc1SF-B,8,1324,sfc-ingress17egress17_psfc1SF-B-sfc-ingress17egress17_psfc1SF-C,sfc-ingress17egress17_psfc1SF-C,6,900,sfc-ingress17egress17_psfc1SF-C-Egress17,Egress17,8,0
