atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToEgress, EgressNode, Packet_To_Egress3(MB), WorkloadOnEgress(0)
0.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,17,2699,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,13,1950,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,17,0
1.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,14,2215,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,11,1650,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,14,0
2.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,12,1948,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,9,1350,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,12,0
3.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,14,2104,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,10,1500,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,13,0
4.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,13,2037,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,10,1500,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,13,0
5.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,13,1982,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,9,1350,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,12,0
6.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,17,2609,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,13,1950,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,17,0
7.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,12,1867,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,9,1350,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,12,0
8.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,17,2662,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,13,1950,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,17,0
9.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,13,2006,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,10,1500,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,13,0
10.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,17,2569,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,12,1800,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,16,0
11.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,15,2290,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,11,1650,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,14,0
12.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,15,2347,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,11,1650,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,14,0
13.0,sfc-ingress11egress11_psfc1,Ingress11,0,0,Ingress11-sfc-ingress11egress11_psfc1SF-B,sfc-ingress11egress11_psfc1SF-B,13,1986,sfc-ingress11egress11_psfc1SF-B-sfc-ingress11egress11_psfc1SF-C,sfc-ingress11egress11_psfc1SF-C,9,1350,sfc-ingress11egress11_psfc1SF-C-Egress11,Egress11,12,0
