atime(s), chainName, IngressNode, packetToIngress(0), WorkloadOnIngress(0), LinkToMe, SFName1, Packet_To_Me1(MB), MyWorkload1(MI), LinkToMe, SFName2, Packet_To_Me2(MB), MyWorkload2(MI), LinkToEgress, EgressNode, Packet_To_Egress3(MB), WorkloadOnEgress(0)
0.0,sfc-ingress3egress3_psfc1,Ingress3,0,0,Ingress3-sfc-ingress3egress3_psfc1SF-B,sfc-ingress3egress3_psfc1SF-B,12,1887,sfc-ingress3egress3_psfc1SF-B-sfc-ingress3egress3_psfc1SF-C,sfc-ingress3egress3_psfc1SF-C,9,1350,sfc-ingress3egress3_psfc1SF-C-Egress3,Egress3,12,0
1.0,sfc-ingress3egress3_psfc1,Ingress3,0,0,Ingress3-sfc-ingress3egress3_psfc1SF-B,sfc-ingress3egress3_psfc1SF-B,12,1923,sfc-ingress3egress3_psfc1SF-B-sfc-ingress3egress3_psfc1SF-C,sfc-ingress3egress3_psfc1SF-C,9,1350,sfc-ingress3egress3_psfc1SF-C-Egress3,Egress3,12,0
2.0,sfc-ingress3egress3_psfc1,Ingress3,0,0,Ingress3-sfc-ingress3egress3_psfc1SF-B,sfc-ingress3egress3_psfc1SF-B,11,1711,sfc-ingress3egress3_psfc1SF-B-sfc-ingress3egress3_psfc1SF-C,sfc-ingress3egress3_psfc1SF-C,8,1200,sfc-ingress3egress3_psfc1SF-C-Egress3,Egress3,10,0
3.0,sfc-ingress3egress3_psfc1,Ingress3,0,0,Ingress3-sfc-ingress3egress3_psfc1SF-B,sfc-ingress3egress3_psfc1SF-B,16,2409,sfc-ingress3egress3_psfc1SF-B-sfc-ingress3egress3_psfc1SF-C,sfc-ingress3egress3_psfc1SF-C,12,1800,sfc-ingress3egress3_psfc1SF-C-Egress3,Egress3,16,0
4.0,sfc-ingress3egress3_psfc1,Ingress3,0,0,Ingress3-sfc-ingress3egress3_psfc1SF-B,sfc-ingress3egress3_psfc1SF-B,14,2226,sfc-ingress3egress3_psfc1SF-B-sfc-ingress3egress3_psfc1SF-C,sfc-ingress3egress3_psfc1SF-C,11,1650,sfc-ingress3egress3_psfc1SF-C-Egress3,Egress3,14,0
5.0,sfc-ingress3egress3_psfc1,Ingress3,0,0,Ingress3-sfc-ingress3egress3_psfc1SF-B,sfc-ingress3egress3_psfc1SF-B,13,2029,sfc-ingress3egress3_psfc1SF-B-sfc-ingress3egress3_psfc1SF-C,sfc-ingress3egress3_psfc1SF-C,10,1500,sfc-ingress3egress3_psfc1SF-C-Egress3,Egress3,13,0
6.0,sfc-ingress3egress3_psfc1,Ingress3,0,0,Ingress3-sfc-ingress3egress3_psfc1SF-B,sfc-ingress3egress3_psfc1SF-B,12,1856,sfc-ingress3egress3_psfc1SF-B-sfc-ingress3egress3_psfc1SF-C,sfc-ingress3egress3_psfc1SF-C,9,1350,sfc-ingress3egress3_psfc1SF-C-Egress3,Egress3,12,0
7.0,sfc-ingress3egress3_psfc1,Ingress3,0,0,Ingress3-sfc-ingress3egress3_psfc1SF-B,sfc-ingress3egress3_psfc1SF-B,15,2276,sfc-ingress3egress3_psfc1SF-B-sfc-ingress3egress3_psfc1SF-C,sfc-ingress3egress3_psfc1SF-C,11,1650,sfc-ingress3egress3_psfc1SF-C-Egress3,Egress3,14,0
8.0,sfc-ingress3egress3_psfc1,Ingress3,0,0,Ingress3-sfc-ingress3egress3_psfc1SF-B,sfc-ingress3egress3_psfc1SF-B,15,2396,sfc-ingress3egress3_psfc1SF-B-sfc-ingress3egress3_psfc1SF-C,sfc-ingress3egress3_psfc1SF-C,11,1650,sfc-ingress3egress3_psfc1SF-C-Egress3,Egress3,14,0
9.0,sfc-ingress3egress3_psfc1,Ingress3,0,0,Ingress3-sfc-ingress3egress3_psfc1SF-B,sfc-ingress3egress3_psfc1SF-B,16,2511,sfc-ingress3egress3_psfc1SF-B-sfc-ingress3egress3_psfc1SF-C,sfc-ingress3egress3_psfc1SF-C,12,1800,sfc-ingress3egress3_psfc1SF-C-Egress3,Egress3,16,0
